Unnamed: 0;id;id_src;id_passage;date;text;author;toptopic
312;312;CRSANR5L15S2018O1N245;415482;2018-06-02;Mais quand il agit, ce n’est pas bien non plus !J’ai toujours maintenu le dialogue avec les bailleurs sociaux et avec l’Union sociale pour l’habitat, même quand il était assez tendu, parce que je pense que la concertation est le meilleur moyen d’avancer.;M. Jacques Mézard;z30
313;313;CRSANR5L15S2018O1N245;415482;2018-06-02;Par ailleurs, je ne fais pas systématiquement miennes les conclusions de la Cour des comptes, mais il faut reconnaître que la description que font ses rapports – dont je ne vous infligerai pas la lecture – du monde du logement social n’est pas exceptionnellement positive.;M. Jacques Mézard;-
314;314;CRSANR5L15S2018O1N245;415482;2018-06-02;Cela étant, pour avoir été élu local, je sais la difficulté de l’exercice, et comme la plupart d’entre vous, je considère que l’on n’a pas nécessairement, depuis des bureaux parisiens, une vision exacte de la situation.Vous avez tous parlé de proximité.;M. Jacques Mézard;z65
315;315;CRSANR5L15S2018O1N245;415482;2018-06-02;Je ne pense pas, monsieur Saddier, que l’on puisse me faire le reproche d’ignorer son importance.;M. Jacques Mézard;-
316;316;CRSANR5L15S2018O1N245;415482;2018-06-02;En effet.Si j’ai tenu à ce que le texte contienne de nombreuses dispositions en faveur de la proximité, c’est parce que j’ai pu voir, au cours des dernières années, à quel point elle n’était pas respectée.;M. Jacques Mézard;-
317;317;CRSANR5L15S2018O1N245;415482;2018-06-02;En tant qu’élu d’un territoire éloigné, j’ai connu cette distance que l’on ressent trop souvent, quels que soient les gouvernements, à l’égard des centres de décision – M. Letchimy sait ce que c’est.J’en viens à quelques-unes des interrogations, des inquiétudes, des critiques que vous avez formulées les uns et les autres.Monsieur Saddier, vous avez évoqué l’inquiétude du monde du bâtiment.;M. Jacques Mézard;-
318;318;CRSANR5L15S2018O1N245;415482;2018-06-02;Mais pour avoir reçu souvent les représentants du secteur de la construction, j’ai pu constater qu’ils étaient favorables à cette réforme.;M. Jacques Mézard;-
319;319;CRSANR5L15S2018O1N245;415482;2018-06-02;Peut-être ont-ils tort, mais ils me l’ont dit sans équivoque, soit publiquement, soit dans mon bureau.;M. Jacques Mézard;z61
320;320;CRSANR5L15S2018O1N245;415482;2018-06-02;Ils ont, eux aussi, l’idée qu’une restructuration du secteur du logement social ne peut que faciliter son évolution.S’agissant de cette restructuration, j’ai entendu qu’il s’agirait d’imposer des fusions de façon autoritaire.;M. Jacques Mézard;z30
321;321;CRSANR5L15S2018O1N245;415482;2018-06-02;Civiliste de formation, j’ai l’habitude d’être précis.;M. Jacques Mézard;-
322;322;CRSANR5L15S2018O1N245;415482;2018-06-02;Ainsi, monsieur Letchimy, s’agissant des structures coopératives, nous avons trouvé des solutions correspondant aux demandes de la Fédération nationale des coop’HLM, et le traitement spécifique qui leur est réservé a été décidé totalement en accord avec elle.;M. Jacques Mézard;-
323;323;CRSANR5L15S2018O1N245;415482;2018-06-02;Ne doutez pas que Marie-Noëlle Lienemann, qui partage votre sensibilité politique, n’aurait jamais signé la convention si nous n’étions en harmonie avec ses demandes.;M. Jacques Mézard;z78
324;324;CRSANR5L15S2018O1N245;415482;2018-06-02;Quant aux outre-mer, vous l’avez vous-même relevé, ils ne sont pas concernés – mais vous êtes représentant de la nation, et il est donc naturel que vous vous exprimiez aussi sur le sujet.;M. Jacques Mézard;z98
325;325;CRSANR5L15S2018O1N245;415482;2018-06-02;Enfin, s’agissant de la loi Littoral, je n’ai pas reculé : je n’ai fait que maintenir, au cours de la séance d’hier, la position qui a toujours été la mienne.;M. Jacques Mézard;-
326;326;CRSANR5L15S2018O1N245;415482;2018-06-02;La seule obligation, dans ce domaine, concerne les offices publics d’habitat dans les intercommunalités, soit en réalité quatorze EPCI et au plus quarante-cinq structures.;M. Jacques Mézard;z67
327;327;CRSANR5L15S2018O1N245;415482;2018-06-02;Pour les autres, il s’agit d’adhérer à des groupes.;M. Jacques Mézard;-
328;328;CRSANR5L15S2018O1N245;415482;2018-06-02;Ce n’est pas la même chose !;M. Jacques Mézard;-
329;329;CRSANR5L15S2018O1N245;415482;2018-06-02;Je tiens à être clair et qu’il n’y ait pas d’interprétations inexactes de la restructuration que le Gouvernement souhaite conduire.;M. Jacques Mézard;-
330;330;CRSANR5L15S2018O1N245;415482;2018-06-02;"Seul le regroupement, c’est-à-dire l’adhésion à un groupe, est obligatoire ; pas la fusion.Et si j’ai tenu, monsieur Saddier, à ce que la proximité soit respectée, en veillant à ce qu’au moins un organisme HLM ait son siège dans chaque département, ce n’est pas pour rien : une telle exigence de proximité vaut en effet pour le Cantal autant que pour la Haute-Savoie.";M. Jacques Mézard;z65
331;331;CRSANR5L15S2018O1N245;415482;2018-06-02;Vous dites que la concurrence est nécessaire.;M. Jacques Mézard;-
332;332;CRSANR5L15S2018O1N245;415482;2018-06-02;Vous avez raison, et je le sais d’expérience : deux organismes valent mieux qu’un, l’élu pouvant dire au premier qu’il préfère aller voir l’autre.;M. Jacques Mézard;-
333;333;CRSANR5L15S2018O1N245;415482;2018-06-02;Dans mon département, il en restera deux : l’un adhérera à un groupement – vraisemblablement avec les trois autres offices départementaux de l’ex-région Auvergne –, l’autre relève de la catégorie ESH.;M. Jacques Mézard;z65
334;334;CRSANR5L15S2018O1N245;415482;2018-06-02;Il y aura donc, et heureusement, maintien de la concurrence.;M. Jacques Mézard;-
335;335;CRSANR5L15S2018O1N245;415482;2018-06-02;Certes, les inquiétudes sont légitimes mais nous avons apporté des réponses : nous mettons des outils à disposition des organismes.Voilà ce que je voulais vous dire s’agissant de l’équilibre général de l’article 25.;M. Jacques Mézard;-
336;336;CRSANR5L15S2018O1N245;415482;2018-06-02;Pour le reste, la loi de finances a été l’expression du vote de la majorité de votre assemblée.;M. Jacques Mézard;-
337;337;CRSANR5L15S2018O1N245;415482;2018-06-02;Et, je le répète, s’agissant de la restructuration, il ne s’agira pas, hormis le cas que j’ai indiqué, de fusions obligatoires.Monsieur Lurton, je vois que Saint-Malo a un peu peur de Rennes, mais vous avez eu suffisamment de corsaires pour maintenir le combat dans de bonnes conditions.;M. Jacques Mézard;z65
338;338;CRSANR5L15S2018O1N245;721210;2018-06-02;"Les corsaires sont au service du roi ; il faut des pirates !";M. Alexis Corbière;z94
339;339;CRSANR5L15S2018O1N245;415482;2018-06-02;Je ne suis donc pas inquiet pour Saint-Malo.;M. Jacques Mézard;z65
340;340;CRSANR5L15S2018O1N245;606712;2018-06-02;Nous n’avons pas peur, mais je n’oublie pas que Saint-Malo a été une république !;M. Gilles Lurton;z65
341;341;CRSANR5L15S2018O1N245;415482;2018-06-02;Vous savez que la République est une accumulation de petites républiques.;M. Jacques Mézard;-
342;342;CRSANR5L15S2018O1N245;415482;2018-06-02;Quoi qu’il en soit, je suis convaincu, pour l’avoir toujours pratiquée, de la nécessité de respecter l’intelligence territoriale.;M. Jacques Mézard;-
343;343;CRSANR5L15S2018O1N245;415482;2018-06-02;Si j’ai aussi tenu à assurer une représentation des collectivités locales dans la gouvernance des groupes – peut-être pourra-t-on encore améliorer ce point, monsieur Peu –, ce qui n’était pas forcément évident au départ, c’est parce que je pense que c’est indispensable.;M. Jacques Mézard;-
344;344;CRSANR5L15S2018O1N245;415482;2018-06-02;Comme dans d’autres secteurs, voilà un domaine dans lequel la responsabilité des acteurs de terrain, y compris des élus locaux, est essentielle.;M. Jacques Mézard;z67
345;345;CRSANR5L15S2018O1N245;415482;2018-06-02;Plusieurs d’entre vous l’ont dit : qui reçoit, sur le terrain, les gens qui ont des difficultés et recherchent un logement ?;M. Jacques Mézard;-
346;346;CRSANR5L15S2018O1N245;415482;2018-06-02;Il s’agit essentiellement des élus locaux.;M. Jacques Mézard;z67
347;347;CRSANR5L15S2018O1N245;415482;2018-06-02;Je présente sur ce point un texte équilibré.;M. Jacques Mézard;-
348;348;CRSANR5L15S2018O1N245;415482;2018-06-02;On verra si nous pouvons l’améliorer, mais les inquiétudes;M. Jacques Mézard;-
349;349;CRSANR5L15S2018O1N245;642847;2018-06-02;Dommage que les députés ne votent pas là-bas !;M. Thibault Bazin;-
350;350;CRSANR5L15S2018O1N245;415482;2018-06-02;Monsieur Bazin, disais-je, avec l’agilité politique et intellectuelle qui est la vôtre, vous arrivez bien un jour au Sénat.;M. Jacques Mézard;-
351;351;CRSANR5L15S2018O1N245;721824;2018-06-02;Je suis saisi de trois amendements identiques de suppression de l’article, nos 810, 2081 et 2234.Sur ces amendements, je suis saisi par le groupe Les Républicains et par le groupe La France insoumise d’une demande de scrutin public.Le scrutin est annoncé dans l’enceinte de l’Assemblée nationale.La parole est à M. Thibault Bazin, pour soutenir le premier d’entre eux, l’amendement no 810.;M. le président;-
352;352;CRSANR5L15S2018O1N245;642847;2018-06-02;Monsieur le ministre, nous avons tous, ici, une connaissance du terrain.;M. Thibault Bazin;-
353;353;CRSANR5L15S2018O1N245;642847;2018-06-02;La question est : est-elle prise en compte ?;M. Thibault Bazin;-
354;354;CRSANR5L15S2018O1N245;642847;2018-06-02;Au cours de nos échanges, il n’a été fait usage que d’arguments sémantiques ou de slogans.;M. Thibault Bazin;-
355;355;CRSANR5L15S2018O1N245;642847;2018-06-02;J’ai ainsi entendu évoquer la perspective – très intéressante – de la construction de 2 millions de logements.;M. Thibault Bazin;z30
356;356;CRSANR5L15S2018O1N245;642847;2018-06-02;Vous avez vous-même évoqué, pour justifier la réforme, la nécessité de faire face aux besoins en logements, et certains de nos collègues ont même affirmé qu’elle permettrait de réduire les inégalités territoriales.Sincèrement, j’en doute, s’agissant du moins des zones détendues, qui seront mises à mal par le projet de loi.;M. Thibault Bazin;z30
357;357;CRSANR5L15S2018O1N245;642847;2018-06-02;Dans ces zones, nous le savons bien, les petits organismes qui généralement y œuvrent ont un taux de locataires bénéficiant de l’aide personnalisée au logement beaucoup plus important que celui constaté dans les zones tendues, plus aisées.;M. Thibault Bazin;z30
358;358;CRSANR5L15S2018O1N245;642847;2018-06-02;Ils subissent donc d’autant plus durement la réforme qui a été mise en œuvre à la fin de l’année dernière : leur capacité d’autofinancement s’en est trouvée réduite à néant.;M. Thibault Bazin;z54
359;359;CRSANR5L15S2018O1N245;642847;2018-06-02;Pour elles, l’élan est brisé, si vous me permettez ce jeu de mot.;M. Thibault Bazin;-
360;360;CRSANR5L15S2018O1N245;642847;2018-06-02;)Vous affirmez que le projet de loi apporte des solutions.;M. Thibault Bazin;-
361;361;CRSANR5L15S2018O1N245;642847;2018-06-02;Dans les plus belles années, 500 000 logements sont produits en France, et, dans le meilleur des cas, 25 % d’entre eux le sont grâce aux opérateurs de logements sociaux.;M. Thibault Bazin;z30
362;362;CRSANR5L15S2018O1N245;642847;2018-06-02;Or ce pourcentage va baisser puisque, comme l’a montré notre collègue Peu, avec les dispositions de la dernière loi de finances, auxquelles s’ajoutent le recentrage du dispositif Pinel et la diminution de 40 % à 20 % de la quotité finançable par le prêt à taux zéro, une décélération du rythme de la construction se profile dans les deux ans.Or d’habitude, lorsque le logement traverse une passe difficile, quelle est la partie du secteur du logement qui joue le rôle d’amortisseur ?;M. Thibault Bazin;z30
363;363;CRSANR5L15S2018O1N245;642847;2018-06-02;Les bailleurs sociaux qui, les années où le nombre de logements produits ne dépasse pas 400 000 unités, assurent 30 %, voire 35 % de la production !;M. Thibault Bazin;z30
364;364;CRSANR5L15S2018O1N245;642847;2018-06-02;C’est pourquoi, si l’on ne permet pas aux bailleurs de relancer la production de logements sociaux, nous risquons vraiment de connaître des lendemains difficiles.En matière d’immobilier comme de logement, une question est essentielle : celle de la confiance.;M. Thibault Bazin;z30
365;365;CRSANR5L15S2018O1N245;642847;2018-06-02;"Or celle-ci n’est pas au rendez-vous et, dans un certain nombre de structures, les conseils d’administration sont inquiets.Un exemple, monsieur le ministre, celui de Lunéville, commune avec laquelle vous allez signer vendredi le premier contrat de l’Action « cœur de ville », du moins si nous avons achevé nos débats mercredi soir – je ne vais pas revenir là-dessus ; j’espère, monsieur le président, que vous avez convaincu le président de l’Assemblée nationale de convoquer la conférence des présidents.";M. Thibault Bazin;z65
366;366;CRSANR5L15S2018O1N245;642847;2018-06-02;Cette ville de plus de 20 000 habitants, située en zone 3 et en zone C, ne compte qu’un seul acteur produisant du logement collectif : l’OPH.;M. Thibault Bazin;z65
367;367;CRSANR5L15S2018O1N245;642847;2018-06-02;Celui-ci intervient dès qu’il faut reconvertir des friches ou lancer des projets destinés à densifier la ville.;M. Thibault Bazin;z05
368;368;CRSANR5L15S2018O1N245;642847;2018-06-02;Or qu’ont décidé ses dirigeants ?;M. Thibault Bazin;-
369;369;CRSANR5L15S2018O1N245;642847;2018-06-02;De geler tous leurs projets d’investissement, ce qui est dommageable lorsque l’on prétend reconquérir un cœur de ville.Ce problème, il ne faut pas compter sur les sociétés de regroupement pour le résoudre.;M. Thibault Bazin;z05
370;370;CRSANR5L15S2018O1N245;642847;2018-06-02;Dès lors, monsieur le ministre, je vous pose la question : quel sera, dans ce domaine, le contenu des prochaines lois de finances ?Et comme j’ai bien compris qu’il faudrait attendre quelques semaines pour avoir la réponse, nous vous proposons, en attendant, de supprimer l’article 25.;M. Thibault Bazin;-
372;372;CRSANR5L15S2018O1N245;721824;2018-06-02;La parole est à M. Stéphane Peu, pour soutenir l’amendement identique no 2081.;M. le président;-
373;373;CRSANR5L15S2018O1N245;721270;2018-06-02;En m’exprimant sur l’article, j’ai déjà présenté mes arguments justifiant sa suppression.;M. Stéphane Peu;-
374;374;CRSANR5L15S2018O1N245;721270;2018-06-02;Je ne vais pas en rajouter.Je réagis cependant à la remarque de M. le ministre.;M. Stéphane Peu;-
375;375;CRSANR5L15S2018O1N245;721270;2018-06-02;Tout d’abord, je n’oublie pas que les propos que nous tenons dans l’hémicycle sont publics.;M. Stéphane Peu;-
376;376;CRSANR5L15S2018O1N245;721270;2018-06-02;C’est donc en toute conscience que j’ai fait, pendant la discussion générale puis sur l’article 25, ces commentaires à propos de l’Union sociale pour l’habitat – qui est une famille à laquelle je tiens beaucoup.;M. Stéphane Peu;-
377;377;CRSANR5L15S2018O1N245;721270;2018-06-02;Et j’aurai d’autant moins de problème à les répéter dans les assemblées ou dans les congrès de cette même union que, je le répète, la décision qui a été prise par quelques présidents de fédérations ne convient qu’à une minorité des organismes HLM de notre pays.;M. Stéphane Peu;z39
378;378;CRSANR5L15S2018O1N245;721270;2018-06-02;Par conséquent, ils devraient prendre garde : lorsque l’on prend des décisions sans en avoir le mandat, cela peut parfois vous jouer des tours.;M. Stéphane Peu;-
379;379;CRSANR5L15S2018O1N245;721270;2018-06-02;Mais ce n’est pas le lieu d’aller plus avant sur le sujet.Je rappelle simplement que sur les 4,5 millions de logements HLM que compte notre pays, la moitié est gérée par les entreprises sociales de l’habitat et l’autre par les offices, les coopératives n’en gérant quasiment aucun.;M. Stéphane Peu;z30
380;380;CRSANR5L15S2018O1N245;721270;2018-06-02;"Or seule la Fédération des ESH, qui ne représente donc que la moitié du parc, a signé ce fameux accord ; la Fédération des offices HLM a refusé de le faire.En premier lieu donc, si un accord a certes été signé, il ne représente que la moitié des organismes.";M. Stéphane Peu;z30
381;381;CRSANR5L15S2018O1N245;721270;2018-06-02;En second lieu, pour en revenir aux propositions émises en matière de logement social, je me souviens avoir, comme beaucoup d’autres, participé aux États généraux du logement, organisés en 2010-2011 à l’initiative de Thierry Repentin, à l’époque président de l’Union sociale pour l’habitat.;M. Stéphane Peu;z30
382;382;CRSANR5L15S2018O1N245;721270;2018-06-02;Tous les organismes travaillant sur la question du logement – de la fondation Abbé Pierre à l’Union nationale de la propriété immobilière en passant par la Fédération française du bâtiment – s’étaient alors retrouvés autour d’un certain nombre de propositions destinées à être ensuite présentées aux candidats à l’élection présidentielle de 2012.;M. Stéphane Peu;z30
383;383;CRSANR5L15S2018O1N245;721270;2018-06-02;Ne pourrions-nous pas trouver dans ces travaux, fruit d’un consensus entre les différents acteurs du secteur, des mesures propres à renouveler la politique du logement ?;M. Stéphane Peu;-
384;384;CRSANR5L15S2018O1N245;721270;2018-06-02;Il me semble qu’ils seraient une meilleure source d’inspiration que – j’emploie à dessein les mots les plus mesurés possible – les vieilles antiennes reprises par quelques personnes qui, à Bercy ou dans certains bureaux de la Caisse des dépôts, veulent en finir avec une des dimensions du modèle social français : le caractère mixte – c’est-à-dire reposant sur une jambe publique et sur une jambe privée – de la réponse économique et sociale apportée à la crise du logement.Il n’est en tout cas pas trop tard pour relire les conclusions de ces États généraux et, éventuellement, pour s’en inspirer.;M. Stéphane Peu;z78
385;385;CRSANR5L15S2018O1N245;721270;2018-06-02;Elles datent de 2011, mais nombre d’entre elles pourraient toujours être utilement mises en pratique en 2018.Par ailleurs, je ne crois pas, monsieur le ministre – mais c’est comme au football, il faudra revoir la vidéo pour s’en assurer – avoir employé abusivement le terme de « fusion » : j’ai parlé de regroupements, et je fais bien la différence entre les deux.;M. Stéphane Peu;-
386;386;CRSANR5L15S2018O1N245;721270;2018-06-02;Mais même ces groupements doivent à mon sens être conçus sur la base du volontariat : il vaut en effet mieux, comme je l’ai fait dans mon territoire, susciter le désir d’être ensemble plutôt que de l’imposer.;M. Stéphane Peu;-
387;387;CRSANR5L15S2018O1N245;721270;2018-06-02;C’est une façon d’être en société qui me semble toujours préférable à d’autres.;M. Stéphane Peu;-
389;389;CRSANR5L15S2018O1N245;721824;2018-06-02;La parole est à M. Éric Coquerel, pour soutenir l’amendement no 2234.;M. le président;-
390;390;CRSANR5L15S2018O1N245;721202;2018-06-02;Comme notre collègue Stéphane Peu, nous nous opposons à la méthode consistant à rendre ces regroupements obligatoires.Première question : cette obligation va-t-elle rendre le secteur du logement social plus efficace ?;M. Éric Coquerel;z30
391;391;CRSANR5L15S2018O1N245;721202;2018-06-02;Cela a été dit : plus les organismes sont importants, plus leur méthode de gestion est critiquable et plus elle pèse lourd dans leurs bilans de fin d’année.;M. Éric Coquerel;z86
392;392;CRSANR5L15S2018O1N245;721202;2018-06-02;D’après la Fondation Abbé Pierre, le coût de gestion atteint son niveau le plus élevé au-dessus de 12 000 logements.;M. Éric Coquerel;z30
393;393;CRSANR5L15S2018O1N245;721202;2018-06-02;Dès lors, l’idée selon laquelle il serait forcément plus efficace de regrouper des organismes – je rappelle que chacun gère en moyenne 5 620 logements – a de quoi interroger.;M. Éric Coquerel;-
394;394;CRSANR5L15S2018O1N245;721202;2018-06-02;Deuxième question : cette obligation va-t-elle améliorer le service rendu ?;M. Éric Coquerel;z80
395;395;CRSANR5L15S2018O1N245;721202;2018-06-02;J’ai tendance à penser que non, compte tenu de l’importance de la proximité dans les relations avec les locataires.;M. Éric Coquerel;-
396;396;CRSANR5L15S2018O1N245;721202;2018-06-02;Il importe en effet d’être positionné au plus près d’eux afin de répondre à leurs préoccupations.;M. Éric Coquerel;-
397;397;CRSANR5L15S2018O1N245;721202;2018-06-02;Je ne suis donc pas persuadé qu’en créant de véritables monstres, au ressort géographique plus étalé, le service rendu aux locataires va gagner en efficacité.Autre point, qui a été moins abordé : cet article pousse au regroupement des communes au sein des intercommunalités.;M. Éric Coquerel;z80
398;398;CRSANR5L15S2018O1N245;721202;2018-06-02;Nous ne sommes pas d’accord avec cette vision – que je sais très répandue – selon laquelle la réforme de l’organisation territoriale du pays nécessiterait de privilégier l’intercommunalité au détriment de la commune.;M. Éric Coquerel;-
399;399;CRSANR5L15S2018O1N245;721202;2018-06-02;En quoi un OPH dépendant d’une commune, c’est-à-dire de personnes élus au suffrage direct, serait-il moins efficacement géré, moins bureaucratique qu’un office équivalent géré par une intercommunalité ?;M. Éric Coquerel;z67
400;400;CRSANR5L15S2018O1N245;722336;2018-06-02;En quoi le serait-il plus ?;M. Vincent Thiébaut;-
401;401;CRSANR5L15S2018O1N245;721202;2018-06-02;Il ne le serait pas forcément plus, mais les responsables des communes sont élus directement.Enfin, l’article 25 – et les suivants plus encore – tend à aggraver la logique de marchandisation du logement social.;M. Éric Coquerel;z30
402;402;CRSANR5L15S2018O1N245;721202;2018-06-02;Après avoir compromis l’équilibre financier des organismes HLM, vous les obligez à fusionner, puis à vendre leurs logements, comme nous le constaterons lors de l’examen des articles suivants, et, finalement, à se diluer – en tout ou en partie – dans des entités nouvelles accueillant des partenaires privés.;M. Éric Coquerel;z30
403;403;CRSANR5L15S2018O1N245;721202;2018-06-02;Une telle évolution présente bien un risque de voir s’aggraver la marchandisation du secteur.Monsieur le ministre, vous avez dit tout à l’heure que la situation n’était aujourd’hui pas satisfaisante : je suis d’accord avec vous.;M. Éric Coquerel;-
404;404;CRSANR5L15S2018O1N245;721202;2018-06-02;Tout le monde peut le constater.;M. Éric Coquerel;-
405;405;CRSANR5L15S2018O1N245;721202;2018-06-02;Mais le plus gros problème, c’est qu’entre 1999 et 2015, les subventions directes de l’État au logement social ont été, dans notre pays, divisées par six, et par trois depuis 2010 !;M. Éric Coquerel;z30
406;406;CRSANR5L15S2018O1N245;721202;2018-06-02;En outre, ces subventions ont été concentrées sur le segment le plus cher du secteur, c’est-à-dire sur les logements financés grâce au prêt locatif social, le PLS.;M. Éric Coquerel;z30
407;407;CRSANR5L15S2018O1N245;721202;2018-06-02;Autrement dit, la politique de l’État en faveur des logements sociaux s’affaiblit et, parallèlement, il favorise la marchandisation du logement.D’un côté, l’on organise la rareté, notamment dans les centres urbains et dans leur périphérie immédiate, et, de l’autre, on organise une marchandisation du logement en dérégulant très largement le secteur, ce qui entraîne une spéculation à la hausse.;M. Éric Coquerel;z30
408;408;CRSANR5L15S2018O1N245;721202;2018-06-02;Tel est le plus gros souci que nous avons sur la question du logement.Vous avez évoqué, monsieur le ministre, les programmes des candidats à l’élection présidentielle.;M. Éric Coquerel;z61
409;409;CRSANR5L15S2018O1N245;721202;2018-06-02;Vous avez donc certainement lu celui que l’Avenir en commun et Jean-Luc Mélenchon consacraient au logement.;M. Éric Coquerel;-
410;410;CRSANR5L15S2018O1N245;721202;2018-06-02;Il prévoyait de rattraper notre retard et d’en finir avec la rareté du logement, ce qui passe par la construction de 1 million de logements sociaux en cinq ans : voilà ce que nous aurions fait si nous avions gouverné le pays.;M. Éric Coquerel;z30
412;412;CRSANR5L15S2018O1N245;721202;2018-06-02;Une telle politique aurait en outre été excellente pour les entreprises du bâtiment et des travaux publics qui pourraient ainsi remplir leurs carnets de commandes.De même, nous aurions fait en sorte de redonner au marché libre un cadre réglementaire plus strict, notamment grâce à l’encadrement des loyers qui, comme chacun le sait, ont explosé depuis une trentaine d’années – ce qui est normal, compte tenu de la marchandisation du secteur –, conduisant à grever d’autant les budgets familiaux.Telle est la solution que nous proposons.;M. Éric Coquerel;z51
413;413;CRSANR5L15S2018O1N245;721202;2018-06-02;Or vous proposez au contraire, monsieur le ministre, d’affaiblir le logement social et d’accentuer la marchandisation du secteur des HLM : votre politique ne va donc vraiment pas dans le bon sens !;M. Éric Coquerel;z30
415;415;CRSANR5L15S2018O1N245;721824;2018-06-02;La parole est à Mme Christelle Dubos, rapporteure de la commission des affaires économiques, pour donner l’avis de la commission sur ces trois amendements de suppression.;M. le président;-
416;416;CRSANR5L15S2018O1N245;719660;2018-06-02;L’article 25 prévoit le regroupement des bailleurs sociaux – nous parlons bien de regroupement et non de fusion ou d’absorption, M. le ministre l’a rappelé.;Mme Christelle Dubos;z30
417;417;CRSANR5L15S2018O1N245;719660;2018-06-02;Il vise à rendre le secteur HLM plus fort et à aider davantage les organismes qui construisent le plus.;Mme Christelle Dubos;z30
418;418;CRSANR5L15S2018O1N245;719660;2018-06-02;"Contrairement à ce qui est indiqué dans l’exposé sommaire des amendements, l’article n’oblige nullement tous les bailleurs sociaux gérant moins de 15 000 logements à fusionner entre eux ; il les oblige simplement à rejoindre un groupe, ce qui permettra aux bailleurs de rechercher des financements plus complexes et de mutualiser davantage les trésoreries parfois accumulées.Le projet de loi laisse plus de deux ans aux bailleurs sociaux pour se réorganiser librement.";Mme Christelle Dubos;z30
419;419;CRSANR5L15S2018O1N245;719660;2018-06-02;"Dans cette perspective, différentes options leur sont offertes, notamment grâce à la création des sociétés anonymes de coordination.Leur régime, qui a été approuvé par la Fédération des OPH, est, dans la mesure où il laissera toute leur place aux élus comme à la diversité des territoires, assimilable à celui d’un groupe coopératif.Vous avez fait part de vos connaissances de terrain ; laissez-moi vous exposer les miennes.";Mme Christelle Dubos;z86
420;420;CRSANR5L15S2018O1N245;719660;2018-06-02;En plus des auditions que j’ai conduites au plan national, j’ai travaillé avec les organismes de ma circonscription, de mon département et de ma région, la Nouvelle-Aquitaine.;Mme Christelle Dubos;z65
421;421;CRSANR5L15S2018O1N245;719660;2018-06-02;J’en donne comme preuve le fait que j’ai participé à la restitution des tables rondes organisées entre janvier et mars, à Bordeaux, Limoges et Poitiers, par l’Union régionale HLM de la Nouvelle Aquitaine, l’AROSHA, qui regroupe trente et un organismes issus des quatre grandes familles du mouvement HLM.;Mme Christelle Dubos;z65
422;422;CRSANR5L15S2018O1N245;719660;2018-06-02;Cette restitution a eu lieu le 4 avril, c’est-à-dire le jour même où le texte était présenté en Conseil des ministres : on ne peut pas dire que c’est du copier-coller !;Mme Christelle Dubos;-
423;423;CRSANR5L15S2018O1N245;719660;2018-06-02;Le thème de la réunion était : « La place du logement social au cœur de l’aménagement des territoires ».;Mme Christelle Dubos;z30
424;424;CRSANR5L15S2018O1N245;719660;2018-06-02;"Voici leurs préconisations : permettre une réglementation ouverte à la prise en compte des réalités territoriales ; conforter et élargir les missions des organismes HLM auprès des collectivités ; permettre aux collectivités de mener leurs programmes locaux de l’habitat ; mettre en place une stratégie régionale de l’habitat social intégrée dans un schéma d’aménagement du territoire.Mes chers collègues, je vous invite à relire certains articles du projet de loi : celui-ci répond véritablement aux attentes des organismes de terrain et aux besoins de nos concitoyens.Avis défavorable.";Mme Christelle Dubos;z67
426;426;CRSANR5L15S2018O1N245;721824;2018-06-02;Monsieur le ministre, j’imagine que l’avis du Gouvernement est défavorable ?;M. le président;-
427;427;CRSANR5L15S2018O1N245;415482;2018-06-02;"Je ne vais pas reprendre l’argumentation que j’ai développée il y a quelques minutes ; je souhaiterais néanmoins, monsieur le président, répondre aux défenseurs des amendements.Monsieur Bazin, sans parler du cas de Lunéville, que, je l’espère, nous visiterons ensemble prochainement – mais cela dépend en partie de vous  (M. Vincent Thiébaut applaudit) –, nous allons, avec la mobilisation des financements que vous savez, apporter aux villes nouvelles des moyens qui vont au contraire faciliter la construction de logements sociaux.Monsieur Peu, je n’ai pas dit que c’était vous qui aviez confondu fusion et regroupement.";M. Jacques Mézard;z30
428;428;CRSANR5L15S2018O1N245;415482;2018-06-02;Inutile de rouvrir le débat : ma remarque ne s’adressait pas à vous.Sur le fond, j’ai pris bonne note de vos observations, monsieur Coquerel, mais il y a entre nous une différence d’appréciation.;M. Jacques Mézard;-
429;429;CRSANR5L15S2018O1N245;415482;2018-06-02;Et quand j’ai évoqué les programmes présidentiels, je ne visais pas celui de votre mouvement.;M. Jacques Mézard;-
430;430;CRSANR5L15S2018O1N245;721202;2018-06-02;Vous auriez dû : il était intéressant !;M. Éric Coquerel;-
431;431;CRSANR5L15S2018O1N245;415482;2018-06-02;Je visais plutôt ceux présentés par les deux partis qui avaient gouverné le pays précédemment.;M. Jacques Mézard;-
432;432;CRSANR5L15S2018O1N245;415482;2018-06-02;Vous vous inscrivez quant à vous dans une certaine logique, qui n’est clairement pas la même que la nôtre.;M. Jacques Mézard;-
433;433;CRSANR5L15S2018O1N245;415482;2018-06-02;Au-delà, si j’émets un avis défavorable sur ces amendements de suppression, c’est que, suivant notre logique à nous, il faut avancer dans la restructuration.Il y a un point que je n’ai pas mentionné tout à l’heure.;M. Jacques Mézard;-
434;434;CRSANR5L15S2018O1N245;415482;2018-06-02;On fait comme si tout cela n’existait pas.;M. Jacques Mézard;-
